,date,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
272,2019-09-30,2895,3481,9784,20743,5739,3407,2987,1520,867,3115,647,1020,876,2099,3754,2260,2289,1348,2871,763,1911,1938,812,8562,1626,4232,3565,5606,6575,5784,3984,9296,5438,9284,7328,1816,12680,8246,7943,7827,7815,68409,18487,9029,7560,7096,7940,7811,7388,3675,8911,2398,2592,5429,2059,1055,1014,3451,3485,3083,11165,2753,3329,2406,6719,7566,11119,16366,14424,8728,13239,34891,4697,9893,11345,5448,23114,6565,5670,3552,6688,2858,9627,4738,2156,4984,9442,5297,6306,6187,2885,2707,1771,1093,2290,3275,4158,4677,6401,8541,9297,4362,4076,4319,4413,4514,2772,3046
273,2019-10-01,6651,16166,43864,45143,29363,16884,12969,4690,3466,15702,2801,4760,5761,11659,11245,20277,19273,6265,9673,3462,9424,9293,6232,32432,3205,13238,11945,18291,23628,18318,11069,30973,18683,36706,30709,13001,38948,29104,28254,23995,28286,142552,40436,24209,26436,29621,34508,30532,24770,14582,33665,7828,10290,18895,5821,3845,3733,14465,10055,10439,36517,9532,13844,7879,23491,28748,33078,39175,45987,27183,32346,68279,26202,35369,35464,21357,61201,22577,17349,14918,18641,15647,32186,19704,8208,14000,43161,24573,25700,26824,14890,11952,6246,5435,6867,11760,10077,14453,19119,31468,26407,15954,12849,13232,13968,12718,12197,10837
274,2019-10-02,6382,16180,43874,46688,29930,17000,12934,4666,3457,15773,2894,4952,7146,11790,12216,20046,19080,6235,9745,3630,9583,9123,6157,32408,3273,14195,12333,18396,23930,19056,10781,30991,19167,37207,32620,12865,38509,29027,27846,24031,28372,140923,41875,24451,26636,29262,35229,31693,25228,14781,34673,7974,10273,19864,5904,3889,3781,14818,10137,10933,39184,9642,14071,8051,23585,28945,33175,39603,46480,27453,31963,69548,26771,35738,35566,22227,63777,22053,17321,15297,19139,16157,32127,19512,8492,14084,44258,24548,26222,26931,14785,11818,6033,5441,7014,11200,9896,14491,19002,31592,27598,16060,13125,13205,13807,12688,12203,10698
275,2019-10-03,6652,16451,44650,47230,29910,16810,13064,4834,3511,15525,2981,4842,7122,11680,11941,19873,19141,6336,9767,3729,9316,9032,6213,32131,3348,14379,12178,18018,24005,18791,10926,31398,19279,37216,31945,12843,38789,29064,28044,24079,27919,145581,49521,24225,27094,28706,36589,32363,25394,14808,34331,7938,10542,19437,6217,3825,3691,14464,10254,11009,40471,9759,14073,7912,23555,28642,33062,39435,46451,27376,31978,70564,26206,35684,36554,22294,63956,21905,17252,15357,18955,15848,32113,19864,8458,14484,43498,25090,26378,27169,14835,12188,6265,5481,18462,11363,10157,14913,19580,31633,27841,15971,12983,13077,13950,12701,12226,10689
276,2019-10-04,6205,16801,45672,51117,30280,17105,13216,4895,3574,15840,3002,5110,7763,11788,13251,20358,19327,6634,10149,3728,9857,9384,6107,32698,3494,14511,12657,18954,24671,19633,11402,34514,20824,38214,35168,12679,39768,30195,28461,24449,27749,163127,52594,24782,27674,29583,40016,33563,26371,14919,35480,8234,10778,20270,6633,4096,3681,15255,10398,11310,42457,9690,14490,8234,23963,29008,34413,42998,47280,28032,33595,78611,27070,39223,39093,24262,69528,22656,18228,15757,20733,16369,36130,20595,9166,15409,44742,25664,27002,28622,15676,12094,6537,5610,21470,11807,10702,16615,20168,32462,29226,16387,13384,13510,14283,13257,12745,11282
277,2019-10-05,6274,15914,41562,56130,28032,15759,12829,4853,3434,15783,2712,5017,9143,12684,35338,16637,16396,6995,10790,4183,9398,9376,5566,28449,4207,15833,11986,18759,21883,18420,11373,35149,20628,33671,37587,9642,39376,28847,26760,23229,18232,173562,59644,23357,25665,32734,38004,32270,23963,13448,30931,7862,8622,20350,7693,3910,2306,10784,9853,11805,45732,9550,14134,8422,22780,24203,34594,45219,43296,27014,35220,91731,23120,37358,39722,24603,71595,21873,17368,14214,19588,15438,38098,19430,11511,16201,39925,29034,25458,28037,10960,12109,6419,5133,32620,11747,11300,17141,19276,30213,30515,15263,13095,13450,13640,12849,11803,11088
278,2019-10-06,4934,9139,21667,41492,14483,8965,7291,3883,2438,8321,1940,3076,9205,6826,13522,5540,6989,3713,7515,3911,5406,5697,2339,17571,3444,14103,8989,13560,15035,14061,8874,28650,16135,23959,28343,4585,29946,21285,19395,17681,12461,161879,48592,15900,20692,27714,31454,26070,20369,8277,22295,5836,6245,15846,6398,2845,1796,8371,7876,9942,44189,6529,11063,6504,16199,15702,27702,37223,31035,19214,30181,81424,15056,31926,27852,15833,52422,14262,12787,8600,13812,10699,30069,11854,11118,11851,18825,17850,15203,19019,8170,8913,4959,2853,36032,7899,9264,13449,13317,20323,23333,10761,9045,9569,9422,9475,8484,8050
279,2019-10-07,5788,15657,42906,43955,28786,15966,12632,4811,3219,14919,2849,4820,7140,11018,10931,19058,18480,6110,9220,3480,9333,8608,5879,35259,3220,13997,11744,17809,23360,17965,10479,28975,17951,35035,28864,12283,37825,27785,27204,23715,27574,143107,42775,23327,26211,27150,32737,29351,23767,14218,33329,7520,9740,18536,5830,3655,3526,13838,9689,10939,39436,9634,13939,7885,22952,27922,31614,38932,44477,26294,30864,67043,24443,34552,34092,21031,62116,20992,16920,15067,19661,15188,31848,18946,8133,13532,41796,23953,25240,25850,14208,11226,5998,5204,6612,10818,9662,14077,18277,30189,25689,15772,12634,12757,13567,12345,12086,10430
280,2019-10-08,5739,16068,43700,46038,29345,16633,12681,4681,3404,15958,2898,5186,7867,11278,11304,19825,18849,6159,9464,3485,9294,8878,5935,36755,3088,14313,12118,17910,23743,18759,11007,30914,18716,36253,32038,12603,38527,28712,27717,23984,29826,143597,43085,23757,26614,28141,34258,30612,24991,14547,34227,7829,10221,19283,6147,3758,3843,14571,9856,10673,38157,9561,13991,7878,23361,28423,32537,40105,45544,27144,32099,70854,25344,35027,35526,22292,62636,21569,17290,15022,20508,15328,29877,19518,8529,13617,42175,24437,25843,25751,14851,11671,6104,5422,6650,11296,9847,14135,18934,30626,26146,15738,12962,12832,13664,12546,11909,10536
281,2019-10-09,6921,16430,43344,49207,29696,17783,13454,4938,3941,17404,2957,5260,8253,12285,12804,20224,19676,6730,10636,3558,10158,9412,5926,36443,3354,14801,13025,20006,25239,19947,11570,36476,20149,37849,31522,12555,40885,30201,29007,25312,28622,167607,46515,24891,27291,29530,39956,34186,26089,15214,36923,8304,10218,21056,6442,3932,3860,15918,10261,12686,46513,10143,15219,8185,24602,29499,34556,44888,48598,28389,32552,75663,26028,37478,37439,23416,70046,22942,18137,15945,21462,15423,31988,19896,8703,14579,42872,24573,26076,27542,16413,12019,6135,5624,7196,11435,10434,16408,19041,31281,27201,16633,13767,13612,14431,13227,13023,11490
282,2019-10-10,4942,9209,21201,45949,13755,8957,8151,4131,3103,8609,2201,3843,17567,6067,12460,5642,6687,3895,8194,3855,5676,6443,2415,17910,4261,18574,9957,15090,15235,15041,9669,29708,15912,22786,38207,5248,33200,22939,20776,19437,18526,170154,48983,17557,18278,26976,39669,28416,19363,8272,22989,6423,6853,15878,8187,2992,2634,9781,8362,11766,62986,6875,11857,6319,18156,16384,29100,40970,33420,20498,31790,94812,11631,30686,30460,20701,62933,14383,14062,8860,16035,12722,38546,13440,8555,12569,19205,12951,15939,21389,7392,8224,4108,2259,6162,7547,9473,12276,12565,19256,23382,12162,10567,10585,10520,10467,8165,8261
283,2019-10-11,5419,9135,21573,47383,14578,8736,8062,4183,2674,9548,2450,4388,22712,5576,11613,5228,6297,3710,8137,3867,5462,6006,2413,17910,4093,19344,9748,14363,15895,14009,8711,26616,15417,21954,34055,4369,31281,21934,20783,18609,17548,176075,49100,20835,18009,27072,40800,29327,19426,8449,21890,6263,6841,16161,9187,2933,2728,10336,8884,12330,67703,7093,12360,6412,17599,19104,29691,41420,32486,19581,33070,93417,12186,31900,31438,16716,62218,13740,13541,8562,16172,13129,44199,13500,10249,13932,19058,12843,15953,22249,6573,8076,4156,2295,6994,7311,9572,12688,12774,18934,23440,12094,10298,10501,10354,10367,8196,8181
284,2019-10-12,5513,9330,21701,45350,15055,9618,8009,4066,2636,8499,2078,3937,16801,5840,13337,5054,6168,3749,8020,3602,5563,6018,2441,19577,4047,18923,9698,14919,17468,14853,8732,27279,15063,23248,34163,4516,31032,21891,20203,18289,12607,192207,48418,18868,18270,31185,38710,28100,19443,8347,21845,6396,7146,15966,8442,3027,2248,9272,8851,11537,60235,7335,12882,6540,18114,17990,31168,43244,32741,20147,33861,91029,14215,31302,30193,17605,60506,14668,13478,8556,17027,12074,39420,13306,12652,13383,18549,15094,15741,22064,7445,8479,4859,2456,6882,7442,9571,12931,13143,19424,24086,12284,10123,11025,10577,10586,8318,8322
285,2019-10-13,6009,7824,17416,37252,12048,8177,6578,3471,2177,6631,1701,3055,10126,5051,10190,4522,5678,3317,6862,3459,4821,5311,2136,19227,3555,15625,8471,12859,13542,13093,7722,24084,13737,20209,30398,3824,26737,19087,17510,16643,11324,206304,40912,14389,18277,26580,28716,21964,19018,7350,19763,5540,6074,14248,6379,2523,1868,7738,7163,8668,44801,6930,11236,5594,15850,14619,26469,40403,29125,17891,30085,74761,11970,25962,24415,14320,54447,12640,12391,7434,16852,10296,33197,10456,9918,11865,14887,10988,13249,17167,6286,7195,3521,2065,6173,6451,7866,12172,11469,17475,20866,10060,8566,8860,8866,8932,7615,7013
286,2019-10-14,6871,15121,41331,41212,27748,15760,12090,4446,3244,14721,2754,4736,5325,10599,10503,18841,18098,6090,8887,3358,9174,8583,5862,30539,3150,13765,11533,17439,23038,17591,10203,28538,17274,34138,29824,11894,36727,27423,26670,22599,26363,153898,39572,22760,25267,27227,31995,28240,23398,14141,32979,7358,9807,18429,5555,3704,3427,13668,9504,10194,36136,9496,13666,7703,22707,27497,31055,38741,43845,25934,30147,63746,23025,32430,32491,20014,59315,20739,16307,14695,18795,14488,28554,18078,8084,13546,40470,23251,24540,25632,13729,10911,5868,5134,6679,10729,9405,14090,17859,29592,24112,15535,12739,12284,13271,12186,11765,10286
287,2019-10-15,6029,15927,42302,42913,28943,16249,12718,4538,3426,15514,2787,4908,6402,11141,11015,19665,18686,6241,9344,3474,9147,9145,6060,32174,3286,13758,11843,18036,23560,18272,10564,29314,18199,35429,31607,12276,37809,28620,27269,23801,26924,136786,39961,23118,26221,28202,33429,29781,24280,14375,33380,7622,10032,18789,6361,3885,3721,14194,9611,10575,36270,9394,13673,7542,23031,28176,32405,38438,45075,26749,30405,65569,25067,33210,34387,20915,60422,21256,16831,14678,18926,14589,28767,19010,8366,13254,41792,24173,25724,26025,14391,11268,6033,5308,6800,10942,9678,13991,18476,30312,25085,15700,12962,12864,13519,12412,11900,10518
288,2019-10-16,6140,15918,43358,44409,29237,16360,12850,4535,3706,15469,2799,4960,6312,11555,11314,19641,19274,6326,9740,3530,9558,9154,6248,37084,3225,14003,12108,18314,23612,18536,10828,30453,18697,36471,31963,12525,37948,28874,27692,24030,27274,140697,41683,23453,26273,27959,34538,30589,24240,14241,34077,7644,10059,19176,6936,3886,3677,14129,9912,10492,36857,9619,13971,7838,23242,28399,32614,38847,45691,27157,31370,67419,25905,34416,35127,21926,61908,21748,17428,14891,20273,14706,30378,19252,8073,13535,42669,25099,25876,26389,14525,11535,5906,5465,6770,11045,9636,14279,18696,30412,26332,15963,13060,12985,13671,12643,11977,10612
289,2019-10-17,6143,15985,43463,44628,29516,16623,12693,4503,3794,15293,2867,4739,6773,11414,11046,19699,18797,6290,9594,3702,9305,9029,6128,37782,3252,14037,11937,18242,23625,18483,10697,30643,18849,36374,33925,12192,38405,28939,27451,24188,26997,143726,42078,23412,26085,28975,35675,31141,24969,14383,33833,7824,10040,19305,6835,3888,3663,14615,9903,10632,38114,9569,14059,7850,23548,28533,33153,39628,46044,27401,34778,68881,26410,34749,35457,22200,69787,21812,17339,15609,20660,15746,33481,19205,8374,13681,42851,25014,25577,26952,14431,11404,6065,5371,6890,10995,9815,14360,19123,31211,26988,15709,13223,12952,13712,12477,12104,10539
290,2019-10-18,6806,16833,45476,50090,30629,16883,13425,4944,3644,16791,2981,5172,8533,11917,12762,20448,19751,6983,10267,3972,10143,9619,6127,38061,3503,15393,12968,19542,25514,19795,11335,34607,21108,38250,36134,12777,40858,29973,28637,25021,26874,169582,48144,25536,27318,30853,40434,34493,26607,14632,35578,8145,10459,21815,7468,4103,3742,15667,10196,12029,44444,9993,15071,8122,24578,28980,35348,43997,47923,28459,34475,79347,26231,37897,39750,25620,76641,22696,18596,16205,22106,16362,37453,20698,9155,15395,43978,25584,26597,29053,15151,12141,6206,5542,7435,11443,10510,16537,19528,32675,29374,16683,13724,13707,14422,13081,12754,11503
291,2019-10-19,5549,11487,27686,51419,20421,13321,9749,4427,2975,11902,2141,3617,10427,8183,13192,6810,8049,4357,9359,3226,7236,7132,2795,20601,3753,14510,10706,16124,19071,17502,10037,35724,20071,32196,32951,6457,35499,25377,23494,21106,16179,181700,52367,21461,21257,32009,37511,30365,22168,11631,26760,7214,8917,17315,8859,3412,1963,11057,9070,9868,43789,7388,12703,7108,19695,21612,34081,43408,38574,23815,37262,93946,18474,34240,37122,23668,75828,17240,16388,10110,16212,11628,38915,15305,11172,13760,25403,19139,18275,22779,10868,10003,4787,2732,6892,9828,9851,14520,15085,24689,28817,13569,11142,12085,11624,11283,8984,9351
292,2019-10-20,5495,9134,21496,41327,14259,9342,7507,3895,2397,8174,1851,3268,10869,6372,11555,5141,6885,3901,7538,3670,5768,5807,2380,17411,3678,15147,9083,13607,15823,14843,8420,32524,16434,24576,34656,4709,29781,21738,19329,17325,12555,181618,43719,16499,20188,30474,33426,26389,20601,8314,22019,5854,6667,15577,7671,2929,1751,10063,8020,9284,47564,6567,11775,6097,16526,15772,29069,39700,32204,19518,31223,82424,14313,28224,27888,17304,62821,13720,13505,8275,14975,11719,36653,11791,12115,12984,17563,16035,14586,18970,7784,8369,3914,2237,5958,7522,8481,13624,12652,20473,24407,11274,9503,9708,9757,9528,7812,7756
293,2019-10-21,6247,15612,42289,43043,28759,15734,12283,4499,3312,14626,2800,4919,6004,10706,11610,19079,18347,6163,9069,3605,9144,8648,5846,31314,3072,13501,11692,17598,22731,17352,10114,28155,17615,34848,30036,12364,36766,27499,26576,23157,26338,146857,40507,23658,26223,27839,34440,29497,23616,13999,32760,7326,9759,18453,5986,3723,3508,13786,9579,10087,37646,9414,13740,7617,23032,27410,31450,38724,43934,25925,32611,69285,23353,33052,33196,20542,64035,20567,16898,15063,18881,15190,34808,18570,8334,13794,41406,23257,25126,27061,13675,11107,5855,5315,6637,11059,9493,14562,18784,29997,26962,15577,12701,12702,13383,12206,11769,10374
294,2019-10-22,6166,16233,43037,44136,29693,16467,12720,4670,3499,15388,2875,5006,7680,11318,11471,19669,18996,6250,9414,3734,9196,9029,6061,38311,3173,13967,11909,17866,23138,18233,10535,29711,18562,35938,31280,12192,38156,28580,27406,23924,27431,141828,40924,23877,26587,29216,35379,30700,24642,14591,33309,7597,10059,19430,7090,3824,3768,14611,9819,10734,38827,9329,13753,7647,23257,28157,32453,38450,45146,26852,32700,69331,25449,33953,35311,21799,63149,21843,17167,15125,20340,15611,32544,19313,8591,13985,41982,24154,25791,26584,14471,11542,6030,5302,6731,11226,9843,14466,19114,30797,26955,15794,12937,12836,13624,12649,12149,10684
295,2019-10-23,6108,16456,43606,45081,29924,16406,12766,4669,3604,15386,2935,4924,7735,11705,11994,19458,18749,6357,9637,3807,9334,8889,5954,35110,3125,14122,12170,18241,23439,18170,10828,30490,18515,36724,32727,12632,38193,28965,27330,23928,27525,142131,42471,24385,26578,28657,35597,30955,24920,14343,33896,7698,10131,19514,6709,3923,3627,14589,9777,10547,39011,9607,14004,7973,23410,28165,32800,38469,45649,27275,32493,71402,25996,34280,35040,22344,64048,21636,17440,15233,20052,15645,33863,19070,8507,14047,42743,25105,25958,27010,14452,11707,6061,5380,6803,11397,9900,14408,19072,31071,27720,15996,13080,12842,13809,12514,12036,10495
296,2019-10-24,6346,16290,44449,46191,29812,16343,13104,4706,3473,15238,2923,4910,7617,11380,12154,19708,18737,6328,9513,3797,9267,8847,6060,35443,3334,14173,12066,18159,23857,18438,10572,30420,18709,36451,32666,12419,38119,28917,27445,23975,26870,145326,42500,24007,26936,28591,36558,31144,24652,14536,33286,7692,10170,19446,7160,3857,3735,14811,9945,10888,39553,9526,13918,7649,23416,28236,33085,41015,45593,27129,31996,72020,25738,34190,35625,21926,64132,21669,16826,15502,20147,15850,33087,19016,8680,14147,42324,24898,26066,27140,14323,11455,6034,5355,6944,11232,9801,14634,18902,32043,27773,15871,13090,12931,13697,12614,11853,10812
297,2019-10-25,7061,17145,45189,51962,31005,17486,13646,4815,3650,15823,2982,5226,8699,12155,13307,20284,19337,7012,10223,4036,10203,9547,6066,35937,3453,15246,13096,20092,25345,19893,11535,35713,20983,38399,34741,12559,40521,30106,28982,25012,28144,176273,49594,25683,28209,33295,40248,34301,26277,14757,35903,8072,10675,21838,7689,3949,3827,15423,10606,12250,46122,10028,15011,8225,24445,28877,35542,46019,48183,29345,35228,86688,26768,38350,40844,24027,73753,23060,18682,16343,22313,17213,38011,20922,10484,16385,44091,26073,26960,29324,15569,12027,6421,5470,7532,11576,10825,17320,20026,32973,30314,16760,13755,13695,14481,13318,12995,11510
298,2019-10-26,6374,12425,28059,57240,18537,12848,9768,4578,2868,13027,2315,3949,12188,8403,14914,6546,9060,4576,9733,4548,7421,7118,3101,29514,3565,16524,10982,16596,19798,17763,10376,35886,19798,33141,38188,6546,36549,26018,23894,21529,28716,197741,51569,22304,23018,39348,40903,33416,26838,11085,30146,7680,8450,18987,10583,3564,2341,11582,9938,10268,51343,7823,13981,7611,20823,20743,40492,48947,40147,25097,36186,107626,24911,43541,40751,28739,75603,17879,16226,10276,19403,12987,37723,16054,13380,14209,23569,20151,18231,23622,10426,10281,5627,2941,7497,9573,10289,14966,15713,23451,28411,13989,11734,12799,11957,12284,9706,9652
299,2019-10-27,5590,9359,20766,40647,14608,9625,7674,3946,2386,8087,2014,3562,11185,6906,15843,5338,6090,3557,7484,3802,5583,5718,2510,18788,3466,15059,8840,13586,16040,14436,8670,29012,15845,23903,29731,4708,29759,21245,19559,17487,13362,179459,42006,16557,20295,40016,33187,24959,20372,8262,22401,5871,6850,15502,7812,2880,1774,8706,7874,8975,46292,6672,12093,6018,16649,16063,29030,41294,31730,19957,30327,81958,15024,31180,26408,17494,58365,14540,12900,8110,16043,11688,30637,12163,13246,11628,17517,13174,14926,19253,7380,8012,4385,2485,7755,7290,8472,13349,12956,19957,23173,11137,9574,10056,9598,9935,7993,7723
300,2019-10-28,5973,15714,41845,42525,28560,15594,12343,4504,3253,14970,2831,4883,5883,10638,10976,19004,17984,6174,9096,3529,9067,8685,5797,30801,3165,13780,11634,17687,22472,17278,10157,27953,17545,34503,29290,12097,37332,27483,26858,23389,26629,144899,39361,23458,25749,30307,33456,29238,23776,14155,32721,7557,10269,18651,6058,3686,3500,14071,9591,10483,37724,9534,14016,7667,23015,27951,31832,39326,44265,26182,32552,69041,23112,32965,32844,20500,62511,20844,16708,15004,19142,15529,32041,18721,8351,13728,40808,23562,25289,26662,13619,11277,5874,5130,6659,10773,9558,14346,18242,30728,25641,15532,12687,12557,13275,12160,11770,10299
301,2019-10-29,5678,15918,43037,44669,29291,16514,12695,4711,3370,15342,2852,4796,6989,11099,11421,19804,18658,6196,9501,3499,9189,8870,6386,31201,3290,13568,12064,17906,23702,18271,10551,29199,18308,35553,30559,12264,37966,28397,27409,23757,26967,135832,39923,23783,26219,27955,33169,30140,24321,14331,33459,7455,10080,19136,6987,3789,3766,14360,9740,10561,36120,9456,13451,7682,23234,28452,32554,38762,45167,26653,31591,68579,24671,33585,34542,21351,62416,21604,17077,15173,18718,15253,31152,19202,8391,13260,41711,24491,26071,26141,14267,11410,5918,5361,6694,10851,9791,14060,18557,30408,26458,15725,12805,12883,13632,12317,11967,10479
302,2019-10-30,6059,16047,43193,46437,29509,16471,12775,4501,3483,15403,2867,4854,6866,11530,11859,19910,18533,6422,9539,3638,9267,8937,6172,31902,3178,13779,12130,18099,23442,18052,10712,29588,18805,36065,30855,12367,37884,28866,27165,24230,27306,137588,40458,23847,26363,28366,34456,30276,25056,14440,34095,7712,10060,19380,6895,4014,3743,14497,10081,10630,37672,9555,13653,7699,23453,28438,32724,39666,45591,27045,31466,70072,25226,34468,35162,23161,63920,21978,17289,15051,18967,15075,31390,19257,8352,13444,42458,24039,25817,26092,13919,11769,6100,5457,6987,10988,9694,14405,18633,30818,26601,16063,13001,12709,13673,12404,12009,10583
303,2019-10-31,6311,16667,44764,48651,30063,17474,13043,4749,3436,15313,2744,4920,6117,11261,11828,20269,19103,6348,9878,3455,9529,8947,6774,33233,3317,13321,11859,18007,23703,18356,10847,30265,19349,37503,32086,12333,39106,28888,27685,23910,26888,141765,42068,23709,26174,27882,33911,30402,24079,14334,33415,7673,10064,19020,7534,3969,3628,14900,9820,10760,37171,9303,13559,7635,23327,28297,32647,39821,46311,27272,31386,70072,26086,35022,36519,22171,64894,22657,17400,15826,20043,15331,32867,19713,8344,13917,43523,25235,26496,26045,14335,11472,5980,5503,7036,11143,9902,14566,19172,31365,27381,15843,12861,12915,13570,12482,11901,10505
304,2019-11-01,6900,16976,44483,52308,30083,17344,13469,4812,3606,16442,2929,5102,7877,12207,13233,20366,19410,6920,10445,3922,9983,9631,6334,40371,3480,14654,12597,19622,24699,19389,11339,33381,20305,37646,33764,12192,40394,29961,28444,24839,26593,164974,45809,24649,27571,30638,38535,33672,26624,14582,35358,8066,10906,21488,9993,4003,3789,15544,10553,11828,42879,10016,14724,8257,24433,28970,35210,43813,48329,28044,33568,78505,25775,37997,39341,24399,69471,22873,18188,16158,22406,16804,35883,20702,9263,14942,43542,25869,26758,29254,14691,11949,6170,5671,7449,11208,10564,16680,19477,32042,29104,16442,13404,13676,14040,13067,12514,11413
305,2019-11-02,5437,11397,25599,51201,18204,12283,9305,4376,2751,10331,2222,3796,11513,7825,13881,6316,8574,4521,9292,3804,6946,9231,2844,31702,3561,17322,10470,17196,18504,17910,10219,33215,18708,31204,31432,6137,34596,24777,22936,20277,17453,175268,48330,21346,20832,41206,38998,30774,21420,10741,27539,7313,7768,18931,13643,3358,2179,10394,9377,10277,46664,7233,12857,6977,19591,20063,33861,42569,38086,23449,35698,89700,17280,35436,33083,20514,58741,16863,15539,9736,18029,12255,30532,14635,11321,13489,22386,18492,18072,23490,9158,10161,5284,3164,7134,8495,9669,14463,14569,22166,27032,13119,11275,12041,10929,11199,8850,9091
306,2019-11-03,5477,8666,19411,40385,14154,8980,6929,3573,2303,6881,1712,2844,8352,6399,10379,4605,7819,3362,7448,4221,5294,5460,2423,25159,3551,12991,8240,12574,15402,14265,8254,24659,14706,22323,24937,4687,27538,19634,18145,16358,12080,164343,40585,15396,18931,37003,29196,22848,20067,8199,20552,5867,6231,16495,14091,2915,1800,8620,7639,8508,38481,6343,11183,5528,16022,15910,26690,37540,29524,18676,29463,73003,15151,28983,25358,15814,50457,13502,13072,7723,16654,9954,27477,11243,10578,11291,16938,12590,13650,18108,6318,7933,3654,2277,5826,7251,8000,12564,12016,17716,23649,10286,9231,9524,8808,9207,7309,7022
307,2019-11-04,5713,15354,42062,43632,28373,15400,12246,4369,3300,14847,2671,4891,5673,10576,10468,18968,17808,6074,9208,3492,8886,7793,5810,31265,3255,13380,11612,17884,22887,17393,10121,27337,17404,33851,29357,11914,36978,27430,26605,23430,26818,142453,38988,23301,25601,27190,31864,29099,23424,13897,32387,7250,9889,18796,7015,3730,3433,14142,9659,10350,36367,9541,13625,7728,22812,27715,31489,38437,43818,26065,30876,66208,23105,33018,32722,20645,59847,20883,16670,15164,18548,15606,30319,18501,7949,13301,41029,23764,24923,26261,13306,11263,5809,5195,6607,10814,9562,14482,18152,30345,25499,15510,12751,12546,13487,12134,11683,10227
308,2019-11-05,5813,16226,43312,45368,29010,16250,13030,4702,3406,15376,2792,4988,6485,11088,10880,19464,19047,6314,9572,3531,9078,9033,6376,33178,3323,13836,11941,18221,23737,18218,10486,28945,18678,35190,30477,12202,38166,28513,27567,23995,26999,136244,39848,23411,26109,27678,33941,29738,24965,14203,33345,7517,10132,19271,6999,3888,3732,14605,9704,10532,36471,9573,13511,7754,23286,28263,32658,38604,45167,26978,31229,66949,25264,33788,34760,21261,60340,21883,17353,15033,19035,15682,30072,19143,8155,13486,42189,24249,25791,27011,13974,11444,5955,5403,6745,11121,9746,14278,19182,31086,26919,15854,12977,12982,13600,12561,11923,10560
309,2019-11-06,5967,16409,43766,47872,29070,16339,12918,4738,3409,15325,2922,5039,7641,11769,11642,19740,19046,6292,9759,3838,9460,9023,6342,33697,3136,14393,12239,18490,23406,18345,10756,29800,19101,36157,31296,12490,38334,29088,27674,23830,27043,139814,41655,24174,26347,28418,34785,30799,25304,14556,34164,7860,10257,19728,6975,3988,3817,14771,10125,10772,39225,9648,14062,7943,23719,28637,33526,39144,45923,27320,32170,72026,25628,34526,35199,22826,62207,21956,17686,15351,19033,16163,32445,19358,8569,13912,42696,28829,26103,27687,13849,11680,6119,5553,6963,11005,9998,14551,18827,30569,27595,15908,13201,13119,13522,12713,12069,10524
310,2019-11-07,5878,16549,44520,64500,29440,16696,13092,4681,3527,15541,2864,4946,7307,11745,12128,19838,18918,6249,9829,3830,9322,8944,6965,34205,3379,13994,12079,18294,23584,18309,10690,30073,19177,36219,31456,12159,38470,29300,27462,23784,26344,143329,41429,23723,26302,28507,34515,31042,25161,14222,33945,7951,10401,19361,7112,3925,3682,15044,9931,11107,38796,9739,13784,7864,23580,28435,33518,40573,45774,27321,32175,71619,26225,35009,36347,22290,63268,22234,17791,15933,19598,16084,33118,19309,8499,14181,42561,29396,25863,27776,14231,11537,6112,5533,6776,11073,9834,14559,18851,31265,28269,15885,13315,13001,13702,12500,11898,10591
311,2019-11-08,6867,17614,45541,73853,31162,17932,13881,5100,3643,17503,3013,5108,8821,12520,13069,20731,19958,7238,10555,3919,10225,9775,6432,49512,4062,14935,12871,19587,25014,19799,11691,35508,21684,38110,33959,12809,40887,30857,29375,25138,27032,174005,47815,25185,27446,30610,39446,34934,27126,14812,36210,8577,10740,21781,8634,4204,3850,15623,10637,12051,44117,10287,15279,8428,24555,29357,35972,45589,48997,28664,34316,83799,27103,39803,41551,24585,72899,23630,19057,16488,23394,16698,39281,20690,9642,15544,43863,25520,27580,29533,15937,12139,6141,5563,7329,11708,10796,17242,20011,32807,29541,16869,13742,14010,14645,13417,12734,11425
