,date,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
87,2019-03-29,7178,17370,44009,53576,30083,17521,13694,5091,3516,17774,2924,5069,7967,11441,12564,19912,19253,6711,10285,4369,10019,9516,5995,44898,2580,15090,12271,18981,24466,19516,11349,34733,21466,38669,36255,12454,40379,29915,28770,24579,26931,168301,45904,25006,27595,30334,40138,34389,27110,14256,35563,8279,10435,21387,6548,4117,3839,15710,10221,10892,44689,9428,14333,8335,23881,27892,33848,44843,46695,28106,33707,79685,26290,39075,40293,25465,69273,22699,18859,15755,22439,15714,35398,20614,9425,14009,42350,26712,26670,28509,14910,11786,5783,5537,6906,11003,10262,16256,19619,31435,28801,15644,13568,13456,14210,12922,12183,10943
88,2019-03-30,5027,11750,26138,52326,18071,13102,10002,6708,2913,12008,2360,3659,14973,8731,15837,7526,7918,4546,9204,4517,6645,7223,2478,25295,2179,17085,10403,15408,16580,16514,9948,38266,20724,30472,30379,5613,34678,24538,22220,20446,13923,170969,47072,20668,20596,31085,38211,29660,22453,10247,28010,6891,7414,17777,8390,3593,2253,10117,9798,13577,47469,7225,11836,7975,19438,19279,32765,46218,36671,22640,33169,86709,19677,35663,34825,21141,56367,16505,15357,10224,15475,11500,31673,15443,13386,12430,22140,23793,17461,22360,9308,9378,4267,2651,6153,8580,10002,14165,14275,22090,25700,12853,11113,11077,11184,11290,8922,8975
89,2019-03-31,4701,8893,19410,41801,14133,9273,7720,6334,2418,8169,2029,2984,13076,6911,10299,5034,6244,3934,7594,3083,5074,5651,2313,16635,2123,13316,8471,12750,13458,13446,8084,28701,15451,22703,23822,4299,28344,19631,18198,16740,11612,159914,38138,14976,18464,26720,30845,23798,19287,7815,22440,5638,6132,14785,6523,2856,1694,8280,7934,11677,39548,6439,10428,6631,15232,14874,26317,36418,28874,18209,28503,73055,15614,29001,26438,17589,48247,13782,12764,8191,13978,9695,25750,11381,12074,9896,16299,14143,14068,17619,6547,7599,3560,2069,5311,6707,8085,11674,11776,18527,21530,10412,8926,8796,8889,9313,7493,7114
90,2019-04-01,5659,15535,40706,44407,27815,14732,12241,4641,3224,14810,2599,4567,5661,10359,10220,18819,18025,5857,9060,3158,7946,8683,5659,29766,2397,13037,11252,17107,22557,15584,10186,29692,17853,33944,29227,9937,36825,27331,26816,22640,25947,138695,38047,22778,25479,26675,30015,26030,23338,13864,32077,7784,9987,17836,5674,3591,3421,12971,9466,9407,32764,8886,13135,7643,22223,26878,30890,37700,40929,25877,29723,64994,23693,33433,33876,21420,58843,20818,17094,14495,17899,14190,29482,18440,7777,12413,41547,24358,25393,25956,7671,10653,5176,5122,6400,10324,9531,14021,18365,29861,24302,14849,12480,12287,13433,12216,10953,10016
91,2019-04-02,5608,15889,41536,45003,28352,14527,12447,4755,3311,16889,2723,4570,7524,10905,10760,19347,18092,6031,9394,3373,7987,8816,5725,30376,2376,13841,11440,17382,22707,15764,10396,26237,18106,33190,31170,9750,37167,27487,26299,22935,26494,138128,38465,23135,25769,28186,29254,27141,24324,14097,33176,7572,10234,18749,6088,3692,3606,13601,9699,9854,34253,8982,13061,7738,22610,27078,31121,37974,41548,26229,30017,64794,24925,34843,34370,22361,58812,21459,17121,14539,17761,14451,29886,18948,8512,12562,41083,25308,24680,25865,7395,10785,5268,5081,6195,10127,9488,13871,18599,30459,23698,14821,12607,12356,13061,12132,10687,9976
92,2019-04-03,6436,15980,41353,50448,28800,16074,12973,5068,3461,15894,2760,4896,8284,9350,11280,17652,18846,6553,10035,3396,8403,9327,5547,31096,2386,14664,12062,18643,23552,16389,10874,26653,19024,33713,32032,9875,38953,28772,27707,23444,25481,156243,41979,23867,25729,28111,31161,28590,25012,14391,35018,8171,10449,20227,6185,3785,3594,14932,10218,10863,35136,9385,13901,8219,23486,27717,32700,42244,43149,27474,31076,71937,22854,33028,36775,23607,64419,22573,18205,15498,19796,14657,31392,19631,8553,13439,42015,25786,25485,26463,7708,11151,5240,5369,6592,10707,10218,15798,18705,30215,24523,15213,13130,12824,13725,12802,11150,10557
93,2019-04-04,5184,9245,18988,45030,13664,9898,8213,6584,2479,9571,2285,3582,20553,5540,10261,5081,6417,4015,8511,4056,5494,6195,2285,22704,1880,17004,8831,12861,13326,13313,8525,24690,13960,20929,23069,4100,30607,21038,19889,18288,9339,144722,37192,15793,16573,27603,36173,26055,18824,8326,23798,6199,6689,16028,6964,2941,2638,8842,8102,12732,49268,6264,10633,6926,16881,17566,26362,36919,30625,19633,28382,74688,12378,25863,26912,16644,50531,14145,13424,8171,13807,10583,31170,12643,7867,11096,17330,11743,14374,19016,5904,7686,3624,2135,6319,6912,9044,11877,11673,18535,19856,11164,9752,9424,9712,9677,7811,7461
94,2019-04-05,5044,8232,17030,39369,11728,8866,7033,6199,2020,7121,1833,3089,17670,4720,8917,4102,5417,3461,7088,3482,4876,5288,2025,19691,1761,17646,7974,11234,11444,11532,7133,21343,12588,18076,22979,3679,26154,17686,16670,15292,8449,144466,34714,14210,14650,22297,32775,23139,16115,7304,20621,5360,5852,13814,6746,2741,2078,7878,7194,11543,46153,5695,9377,6221,14294,13183,23721,33917,25716,16748,28053,73249,12269,23684,24542,14617,46905,11569,11557,6986,13184,9789,28567,11104,7834,9816,14876,10509,12906,19064,5033,7467,3322,1954,5475,5959,8252,10689,10235,16365,18106,9579,8410,8070,8219,8704,6866,6691
95,2019-04-06,5300,9226,20248,45497,14584,9953,8145,4686,2654,8720,2262,3942,19261,6837,11218,4964,6314,4052,8462,4367,5554,6304,2226,26516,2066,22328,9579,13626,14309,13452,8120,27005,14769,22049,24845,4468,30598,21448,20322,18139,16086,188334,40864,18403,17920,31475,38684,29056,19620,7926,24090,6093,6964,17013,8068,3004,2217,9179,8933,13460,59606,6746,12289,6569,16870,16223,28967,42086,31298,19508,30687,85174,12534,29534,28448,17553,53720,13316,13501,8074,16917,11417,33948,12828,11891,12162,16717,15947,14919,21961,6202,9107,4308,2124,6806,7258,9455,12923,12059,21032,21751,11707,10129,10416,9836,10273,8090,8175
96,2019-04-07,5799,8101,17158,37490,12289,8479,6591,3940,2265,7078,1762,3093,11714,4954,9443,4712,6102,3701,7232,3591,4947,5500,2112,20227,1771,16073,8170,12041,12439,12281,7512,24290,13561,19430,21096,3796,26330,18862,17368,16186,9781,190071,33930,13403,17267,25703,28660,23034,19124,7458,19775,5462,5867,14508,6214,2581,1723,7616,7324,11444,44453,6593,10932,5681,15365,14224,24256,38682,27329,17474,25841,69354,11116,24736,23954,15575,46177,12506,12203,7438,16196,9810,27650,10316,11151,10063,14300,10818,12628,16955,5851,7665,3577,2031,5872,6159,7379,12009,10544,16043,19102,10000,8644,8245,8615,8926,6948,6810
97,2019-04-08,6195,15068,39909,42393,27442,15692,12035,4261,3150,14620,2715,4619,5654,10258,10424,18602,17711,5909,8839,3476,8820,8573,5544,29907,2299,13839,11313,17322,22271,16964,9763,26957,17183,33776,28139,11734,36149,26738,26133,22074,26684,152277,35844,22767,25552,27755,31946,28354,23351,14051,32008,7641,9792,18314,5357,3593,3564,12962,9499,9705,36669,9075,13199,7558,22199,26701,30192,38375,42534,25640,29392,62861,22200,31234,32699,20188,57286,20454,16842,14480,18217,14182,27496,18055,8326,12608,39697,23364,24379,24763,12909,10782,5217,4911,6430,10225,9257,14023,17864,28607,23252,14844,12453,11904,13120,11913,11066,9892
98,2019-04-09,6119,15576,41554,43798,28416,16386,12400,4411,3385,15246,2792,4630,6772,10693,11176,19318,18057,6182,9216,3366,9094,8818,5642,30616,2375,13925,11486,17657,22838,17538,10319,28063,18060,35033,29687,12056,37445,27887,27095,23163,27150,134864,37593,22749,25928,28260,33257,29429,25201,14319,33279,7711,10159,18595,5550,3746,3740,13638,9914,9618,37156,9044,13178,7454,22666,27589,31034,37921,44199,26538,29745,62455,23978,32286,33617,21355,57943,21235,17236,14586,17372,14489,27944,18756,8381,12288,39964,24789,24686,25034,13360,11142,5566,5181,6473,10430,9421,13850,18417,29483,24497,15024,12715,12465,13251,12179,11241,10139
99,2019-04-10,5944,16316,41915,44553,28948,16477,12658,4415,3435,15479,2774,4686,6611,11154,11064,19504,18455,6360,9404,3429,9331,8669,5956,30779,2367,13888,11675,18046,23353,17979,10465,28750,18785,35702,30684,12145,37810,28072,26982,23278,26899,134873,38869,23400,26189,27674,33969,30177,24774,14589,33292,7965,10051,18927,5694,4014,3746,13364,9848,9855,37949,9109,13317,7794,23036,27358,31933,38189,44355,26662,29900,63880,24783,33353,34712,22809,59715,21379,17463,14860,17871,14300,29713,18888,8470,12573,42334,25005,25416,25744,13503,11604,5686,5210,6615,10588,9584,14157,18507,29997,25373,15275,12868,12565,13381,12325,11349,10218
100,2019-04-11,5973,16420,43228,46327,29467,17094,12860,4458,3418,15191,2732,4583,6645,11014,11119,19818,18622,6136,9440,3350,9408,8566,6225,30329,2397,13467,11521,17874,23580,17960,10555,29712,19004,36444,32151,12070,37418,28164,27028,23140,27249,141400,39893,23147,26089,27211,32766,29704,24213,14125,32882,7723,10045,18651,5754,3782,3639,13627,9792,9720,36429,9079,13462,7549,22898,27476,32112,39527,44777,26885,29698,65719,25987,34164,35263,23582,61510,21651,17542,15108,18172,14128,30593,19323,8153,13176,42986,25704,25872,25458,14462,11199,5480,5294,6540,10619,9458,14358,18932,30775,25764,15045,12738,12484,13356,12200,11086,10232
101,2019-04-12,6495,17478,44133,52094,29943,17375,13438,4757,3688,17392,2924,4760,8127,11597,12623,20146,19279,6910,10245,3741,10404,9548,5944,37522,2462,14878,12548,19094,24465,19527,11209,33731,20428,38234,34869,11813,40228,29854,28645,24508,27700,166281,45204,25249,27613,29663,38253,32989,26526,14555,35606,8206,10735,21064,6665,3986,3873,14976,10553,10663,42840,9740,14315,8072,23858,28455,34633,43926,47249,28242,32864,78731,25712,38134,39178,25866,67200,22406,19216,15940,21121,15394,37392,20364,9072,13808,43091,26879,26492,28272,14912,12444,5780,5366,7028,11637,10429,16838,19751,31848,27960,16000,13701,13640,14250,13172,11937,11021
102,2019-04-13,4722,11704,25376,52755,25612,12053,9662,4513,2670,10896,2169,3528,9025,9017,11876,6504,9407,4659,9160,3202,6888,7393,2401,28928,2031,13955,9856,15419,17093,16355,9911,33818,19382,30807,32106,6542,34206,25049,22502,19777,14047,175475,47460,21010,20555,31317,34919,30492,21556,10439,26849,7006,7435,17733,7239,3264,2139,9803,9204,9439,44056,6776,11937,6905,18912,19563,32338,42475,37016,22774,31988,86058,17661,33790,33934,21382,56337,16512,16037,9989,16831,10405,34541,15265,12599,12224,22156,19833,17604,21519,9782,9781,4469,2577,7141,8545,9860,13940,14557,22392,25765,12490,10854,10968,10832,11122,8342,8792
103,2019-04-14,4863,8930,19604,40839,15799,8833,7409,3825,2371,8018,1872,4132,9607,6426,10731,6078,7772,4063,7535,3587,5446,6089,2319,26136,2178,15605,8682,13186,14444,14254,8361,27947,15753,23047,28870,4891,29298,20776,18562,18372,11876,173086,37920,15559,19896,30740,32522,25948,20131,7940,22137,5835,6357,15427,6617,2755,1759,8179,7968,8912,46144,6621,10709,5700,16623,15526,27599,37829,30553,19234,29794,77354,15073,27700,26095,17389,49410,14720,14075,8589,16269,10102,31723,11644,11243,10740,16775,15907,14476,18505,7039,8129,4212,2367,6073,6849,8121,12367,12068,18396,22063,10342,9410,9361,9079,9484,7513,7449
104,2019-04-15,5827,15970,41861,43297,23724,15755,12277,4314,3255,14787,2724,4521,6224,10316,10794,18953,17398,5919,9090,3263,8845,8685,6044,29745,2389,13681,11279,17279,22894,17203,10002,27230,17723,34580,29872,11916,36776,27046,26642,22704,26161,144676,38308,23498,25843,27295,33051,28605,23787,13983,32310,7689,9735,18775,5912,3696,3543,13155,9625,9692,39893,9047,13377,7679,23001,26933,31241,38306,43032,25830,31308,69326,23012,33621,33260,22722,59840,20694,17211,14723,17826,14344,33449,18575,8303,12966,41038,24684,25297,25997,13360,10736,5450,5142,6346,10580,9586,14464,18393,30697,24935,15168,12504,12214,13435,12046,11207,9969
105,2019-04-16,5781,16476,43719,44543,29257,17132,13061,4596,3417,15427,2660,4425,6057,10542,10966,19606,18832,6161,9225,3209,9203,8838,5888,30214,2530,12897,11508,17702,23478,17720,10537,28102,18725,35783,30510,12326,37950,28016,27706,23030,27181,137584,38720,23365,25536,27189,33173,29174,23839,14013,32600,7802,10166,18233,5923,3781,3676,13487,9492,9146,33849,8856,12905,7470,22830,27772,31541,38528,44312,26064,30231,68095,25543,33323,34595,22373,59403,21350,17284,14625,18011,13894,29894,19432,7777,12821,42807,25343,26199,26221,13059,10984,5419,5395,6552,11091,10160,14414,19042,30289,26038,15095,12608,12637,13671,12525,11223,10208
106,2019-04-17,5720,16526,43135,46545,28887,16563,12734,4535,3543,15551,2855,4778,8756,10923,11926,19514,18928,6180,9746,3609,9330,9024,5763,32009,2360,14830,11711,18162,23243,18440,10695,28885,19318,35991,31982,12122,38235,28527,27560,23277,27528,142349,41988,24100,26512,29264,35952,31532,25057,14581,34135,8068,10053,19465,6296,3984,3705,14126,10140,9882,42435,9109,13600,7954,23605,27578,32488,39459,44966,26842,32354,71951,25723,33763,35724,23863,60758,21639,17824,15060,18611,15527,30741,19154,9068,13225,42440,25723,25977,28255,13089,11333,5643,5457,6704,10902,9883,14802,18860,31035,26485,15400,12877,12737,13615,12464,11282,10439
107,2019-04-18,5430,15481,39967,41959,27625,15523,12217,4324,3323,14244,2583,4454,7111,10194,10577,18539,17453,5849,8809,3320,8627,8557,5349,29621,2197,13668,10778,16630,21452,16788,9756,28190,17973,33669,28764,11269,34933,26695,25520,22185,23808,133932,38166,21521,24692,29245,36066,28856,22809,13182,30770,7347,9798,18023,5558,3768,3286,13077,9613,9150,37232,8663,12794,7095,21862,25814,30057,36413,41520,25030,28702,66612,23006,31650,33129,21987,57487,20002,16142,14098,17267,14246,29606,17937,8135,12065,39324,23890,23885,26070,12603,10657,5113,4928,6274,10164,8997,13563,17650,28224,24860,14223,12024,11781,12632,11561,10591,9768
108,2019-04-19,7046,17784,46242,54029,30829,18430,13473,4778,3753,17274,2903,4925,8668,11232,12857,20373,19689,6846,10304,3669,10112,9419,6283,32241,2564,14782,12309,19382,24506,19739,11392,34850,21227,38648,35358,12411,40016,29678,28610,24348,27979,176923,47252,25146,27780,32598,37286,35015,26791,14525,35026,8270,10527,20649,7098,4177,3766,14424,10352,10620,42875,9450,14468,8044,24082,28357,35207,45700,46697,28046,34523,83245,27117,38146,40310,25577,70120,22964,18972,15954,20501,15381,37710,21282,9314,14927,45035,27030,28056,28504,13587,11679,5714,5549,7097,11215,10364,17008,20219,33295,29575,15973,13555,13558,13929,13044,11855,10949
109,2019-04-20,5277,11754,27120,52796,18933,11868,9623,3976,2408,10390,2213,3356,9726,7995,13151,6291,8071,4592,9205,3501,6839,7283,2551,20962,2251,18249,10550,15612,18024,18485,9860,37271,21149,31960,28886,6493,35292,24778,23812,20295,16364,176445,49846,21681,21182,33640,39772,31165,24650,10517,27229,7055,7932,18460,7715,3605,2070,9431,9189,9438,45429,6999,13110,7079,21400,20081,33259,41870,37438,23782,33841,93504,18745,34571,35531,20533,59869,16704,16617,10032,14916,11024,35668,15612,11582,12706,22720,21608,18274,23695,9335,9402,4417,2655,6506,10302,10320,14473,14933,24180,27380,12937,11176,11506,10709,11056,9137,9001
110,2019-04-21,5359,8643,20721,43548,14792,10293,7482,3496,2171,7651,1779,2824,8668,6099,11558,5113,7214,4265,7360,3225,5230,5623,2332,17390,2117,15204,9122,13008,14811,15081,8298,29915,16266,23902,25470,5274,28470,20530,18676,17249,12642,172447,40248,15642,20501,28351,32789,25620,22903,8096,21590,5758,6678,15368,6722,2949,1767,7872,7759,9674,42439,6387,12335,5797,16521,15473,27876,38280,30581,19782,28683,77426,14155,27646,26813,16118,49392,13907,13587,8142,14082,9960,30935,11924,12175,10700,17013,15118,15005,19356,7043,7827,3847,2297,5480,7967,8400,12798,12558,18721,22156,10633,9483,9291,9078,9511,7595,7343
111,2019-04-22,5881,15895,42321,43291,28707,16249,12356,4289,3416,14729,2713,4512,6280,10341,10580,18898,18276,5867,8920,3339,8849,8490,6225,30013,2409,13273,11251,17320,22068,17028,10315,27324,17977,34211,28109,12211,35964,26697,26424,22431,26157,145136,37755,23464,25202,27244,32507,28696,23505,13848,31560,7558,9880,17818,5692,3627,3521,12793,9378,9227,36031,8627,13516,7430,21008,26487,30541,38394,42260,25506,29900,66991,22618,32572,33659,21409,60952,20396,17043,14452,17627,13896,31092,18768,8419,13265,41479,24630,25190,25610,12953,10840,5301,5134,6397,10406,9358,14011,18540,29911,25234,14894,12593,12356,13156,11873,11110,9927
112,2019-04-23,6071,16083,42583,45740,29031,16580,12595,4446,3546,15232,2679,4703,8279,10743,11387,19286,18319,6154,9427,3493,9026,8836,5788,32159,2452,14224,11606,17768,22771,17928,10553,28845,19059,35373,30185,12232,37361,27766,27025,23289,27133,138786,39440,24116,26111,29686,35309,30694,24739,14067,32703,7782,10028,18637,6068,3771,3640,13706,9668,9423,37732,8976,13555,7556,22475,27502,31964,38300,44115,26244,31386,68295,25005,33404,34951,21914,59990,21352,17640,14734,18220,14876,31358,19152,8826,13102,41148,24759,25610,26443,13288,11186,5558,5258,6607,10730,9675,14460,18904,30451,26487,15032,12840,12453,13391,12149,11272,10161
113,2019-04-24,6404,16748,43362,46551,29038,16683,12740,4637,3517,15230,2763,4731,7635,10759,12913,19359,18944,6025,9484,3552,9117,9098,5837,37722,2448,14902,11638,18038,22914,18254,10654,29696,19195,35583,29927,12252,37462,28020,27010,23428,26872,143769,41003,24150,26001,30899,35978,30869,24755,14108,33425,7953,10002,18772,5904,3904,3643,13426,9931,9698,38150,9050,13660,7732,22622,27165,32150,39847,44677,26643,31219,73594,25256,34599,35384,22994,63262,21424,17965,14469,19849,14807,31323,19127,9482,13324,42771,25102,25974,27100,13525,11316,5561,5384,6708,10691,9686,14425,18688,30183,26836,14965,12845,12585,13419,12266,11219,10354
114,2019-04-25,6023,16265,44317,47466,29761,16790,12908,4427,3496,14921,2729,4730,7764,11111,12696,19326,18922,6220,9479,3526,9145,8816,5823,39937,2564,14608,11513,17828,22921,18195,10588,30313,19293,35721,30471,12169,37934,28138,26677,23363,26238,146251,41170,23239,26763,30315,36533,31270,24655,14102,32721,7993,10340,18905,5785,3708,3700,13397,9754,9682,38521,9023,13884,7596,22737,27050,32170,39979,43795,26553,31366,73006,26156,35243,36182,23360,63352,21607,17574,15179,20210,15282,32962,19292,8937,13012,42749,25197,25758,27095,13462,11219,5583,5229,6711,10503,9600,14382,18901,30558,26165,15072,12777,12565,13663,12272,11207,10228
115,2019-04-26,6998,17117,45220,52897,30547,17643,13513,4731,3707,17306,2985,4887,8514,11908,14097,19961,19347,6916,10200,3771,10161,9519,5889,40953,2638,16187,12427,19254,24643,19601,11238,34638,21760,38487,33376,12127,40094,29677,28529,24191,26859,174152,46899,25538,27500,39930,40645,35200,27038,14666,34747,8546,10619,21034,6674,3884,3694,14112,10345,10565,44553,9608,15054,8220,23951,28310,35681,46197,47075,28192,33827,83419,26035,38589,40274,25707,70510,22900,19042,16101,22266,16018,36098,20439,9689,14636,43281,30194,27317,29306,14951,12341,5949,5542,7105,11082,10621,16146,19883,31633,28425,16092,13780,13751,14254,13014,12131,11021
116,2019-04-27,5642,11791,27199,53232,18799,13204,9905,4220,2932,11041,2271,3919,9913,8712,17234,6222,8453,5371,9538,3347,6847,7723,2577,25775,2377,18233,10829,15632,18104,16548,10000,35857,20514,31552,27710,6010,35847,25231,22649,20669,15230,179621,49481,21620,21817,51303,39519,30927,22569,10600,27993,7153,7370,17775,7423,3619,2152,10691,9461,9140,44454,7383,13925,7187,19488,20093,34797,43936,38630,24272,34433,97278,18063,37218,36119,22533,60643,17192,17030,10533,16995,11504,34538,14592,12081,13487,22731,20686,18701,24573,10202,10519,4581,2571,6506,8603,10146,14837,14993,22331,26535,12936,11449,11601,11436,11499,8976,9185
117,2019-04-28,5552,9697,21677,43149,15122,10536,7858,3635,2368,7886,1739,3152,9695,6532,11891,5192,6450,3940,7543,4030,5454,6106,2337,18061,2224,16472,9115,13234,14405,14820,8360,31708,16352,23855,24763,4899,28868,20377,18804,17278,12485,178608,42365,16690,20547,44147,33823,26029,21147,8099,22590,6096,6277,15230,7291,2980,1784,8060,7877,8507,42687,6590,12631,5779,16463,16215,28278,40414,31004,19553,30672,82905,14569,29584,27431,18921,53256,14007,13926,8247,14920,10564,30225,11449,10761,11603,18146,18061,15190,22595,7198,8243,3880,2283,5746,6683,8219,13142,12825,21098,24367,11052,9504,9472,9608,9556,7481,7457
118,2019-04-29,6478,15906,41967,45145,28219,15755,12289,4295,3323,14536,2742,4438,6969,10366,11941,18292,17889,5856,9075,3342,8722,8525,5549,29983,2369,14308,11303,17337,22013,17123,10163,28489,17420,33982,28683,12134,37001,27305,26239,22675,25764,153075,41107,24606,26089,27916,36054,29968,23721,13780,31754,7550,9742,18404,5638,3668,3399,12857,9322,9450,38254,8975,14189,7489,22224,26866,30926,39537,43011,26240,32179,71871,23175,34004,34323,21588,61072,20896,17031,14691,18425,14974,35938,18605,8821,13796,41431,24161,25059,27159,12980,10841,5419,4927,6512,10162,9514,14526,19007,30749,27571,14994,12502,12346,13206,12087,11070,9833
119,2019-04-30,6712,16880,43528,51872,28691,16595,13126,4548,3423,14974,2816,4636,8544,10964,12612,19330,18468,6108,9549,3362,9030,8914,5900,31198,2446,14954,12072,18133,23171,18212,10620,30042,19592,36193,32431,12125,37932,28070,27213,23421,26905,149752,44750,25223,27030,29481,37856,31900,25068,14101,32827,7869,9926,19303,6182,3941,3631,13455,9834,9666,38276,9141,13923,7602,22892,27543,32536,40056,45132,26743,33912,74031,25590,36068,37178,23111,62560,21957,18194,14870,18473,15199,34588,19786,8909,14079,43268,25360,25586,28270,13452,11517,5576,5304,6816,10623,9804,15084,20034,31661,29549,15280,12849,12641,13448,12478,11340,10241
120,2019-05-01,5746,10187,24520,49892,21246,12754,9351,3773,2486,12374,1810,3837,5388,9383,10888,7285,8623,5201,8053,2469,7215,7432,2464,18550,2042,10852,9342,14368,15691,15520,9102,28160,16164,27473,26909,9097,31190,22201,20708,18079,23991,136229,44061,21515,20362,22758,32578,27640,19328,10434,27867,6450,6340,15708,6568,2953,2374,10219,8287,7319,31686,6004,9605,6521,18000,21175,27196,37355,35483,20499,30025,72838,21538,30778,29250,17155,54109,17568,14766,10552,15554,9385,29202,12929,6942,12359,25212,16479,17040,18053,12335,8196,4067,2395,5363,8784,8846,12840,15431,20812,27570,11821,10335,10342,10818,10438,8207,7816
121,2019-05-02,6293,17268,45820,50812,29485,17315,13099,4510,3332,14977,2697,4392,7390,11170,11717,19936,18841,6148,9573,3130,9017,8806,6412,31377,2755,12865,11450,18259,23138,18161,10696,30824,19510,37064,33403,12740,37692,28003,26945,22879,27036,150038,45227,24873,26744,28018,35929,31972,24424,14133,32442,8040,9903,18417,6722,3781,3471,13246,9546,9273,36135,8772,12973,7461,22164,27165,31647,39489,44320,26524,33118,73897,27052,36867,37145,23545,62990,21700,17359,15331,18417,14301,42143,19894,8383,14424,46439,26324,26761,27251,13531,10916,5380,5317,6609,10712,9927,15067,20336,31774,30837,14927,12524,12711,13385,12282,11130,10086
122,2019-05-03,6871,17772,45671,55685,30234,17534,13569,4754,3615,17069,2970,5057,10583,11774,13660,19493,19113,6688,10584,3785,9971,9368,5670,32493,2560,14448,12355,19499,24235,19534,11467,35780,22091,38567,35179,12475,40422,29893,28303,24382,27652,178447,50783,27365,28585,30974,42774,36030,26929,14505,34765,8364,10551,21340,7257,4111,3610,14800,10365,10389,47121,9558,14600,8273,23736,28205,35010,44871,47056,27839,36574,85536,26699,38982,40675,27126,70901,22742,18873,15707,20554,17181,52454,21227,10316,15421,45650,26879,26981,30422,14462,11790,5837,5527,7132,11164,10479,17242,20534,33243,32161,15844,13352,13371,14080,13051,12153,11022
123,2019-05-04,4860,11800,26606,55302,21327,11618,9867,4204,2932,11271,2263,3581,11166,8386,12300,6970,7809,4301,9049,3730,6497,6996,2333,20837,2306,13590,10009,14888,17404,16819,9789,34354,19512,31102,28591,6089,35259,25296,21946,19848,13878,174459,49414,21991,22420,31704,39592,31054,21629,10505,26652,7043,7484,17857,7184,3472,2049,9572,9169,9310,45796,7168,12969,6824,19506,20014,32613,42457,36566,22880,35549,90233,16765,35745,34719,22911,61242,16667,15619,9633,14895,11873,55184,15279,13038,12799,22656,18857,18463,23066,9788,9027,4193,2428,6950,8655,9610,14137,15404,22518,28258,12560,11057,11216,10941,11042,9031,8818
124,2019-05-05,5219,9464,20670,45213,16775,9769,7821,3699,2406,7977,1847,3240,10256,6218,11621,5774,7167,3586,7483,3613,5289,5697,2257,16908,2205,13055,8527,13239,14297,14453,8468,31736,16198,24477,28040,4812,29685,21146,19465,17378,11873,175384,41096,16966,21093,28912,32746,26442,20370,8463,21686,5806,6860,15523,6840,2919,1674,8098,7867,8313,44535,6616,13090,6115,17381,16574,28475,39466,31800,19684,31850,77997,14965,31567,27673,18991,52907,14318,13285,8154,14698,11030,42464,11859,11591,10989,17286,16926,14688,19586,7582,7903,3692,2289,5549,6875,8454,13195,12863,19832,23798,10695,9667,9714,9479,9851,7692,7684
125,2019-05-06,5909,16351,43469,47682,28611,16848,12576,4526,3390,14926,2691,4483,5456,10376,11583,19130,18761,6099,9410,3204,8890,8681,6463,29963,2381,13004,11343,17894,22710,18107,10427,28222,18295,35263,28108,12502,37635,27999,27383,23091,27001,146632,39264,23869,26173,26884,31289,28437,23676,13965,32066,7782,9946,18001,5430,3819,3416,12960,9378,9145,34365,9029,13571,7598,22586,27488,31641,39441,44027,26020,29706,66962,24349,33385,34257,21234,62413,21334,17125,14953,18494,14105,41172,19222,7788,13347,42830,25498,26208,25192,13102,10786,5434,5176,6435,10731,9667,14461,19102,30932,25481,15317,12660,12543,13547,12325,11276,10166
126,2019-05-07,6026,16700,43646,46285,29041,16878,12734,4690,3414,15700,2661,4462,5924,10984,11243,19611,18918,6154,9643,3194,9069,9034,6033,31275,2669,13230,11956,18470,23121,18005,10830,28671,19118,36074,29742,12566,38836,28828,28121,23680,27680,133527,39678,22905,26360,27789,32842,29475,24970,14286,33141,7874,10157,18665,5814,3957,3600,13554,9765,9182,34703,9020,13217,7741,22952,27791,31829,38829,45133,26742,30728,66522,24895,34276,35077,21511,60266,22216,17728,14794,18137,14584,32063,19263,8222,13019,42419,25173,25971,25944,13386,11894,5693,5360,6571,10921,10037,14048,19416,30949,25698,15434,12685,12816,13701,12676,11297,10342
